Code_form,Country_code,Country_code_desc,Project_code,Project_code_desc,District,Village,Village_Type,Household_code,Latitude,Longitude,Period,Marital_status,Year_formed,Hh_born,Hh_lived,Hh_ethnic,Hh_spouse,Hh_spouse_ethnic,Hh_cooking_tech,Hh_floor2,Hh_walls2,Hh_roof2,Hh_own_in,Hh_own_out,Hh_water,Hh_toilet,Hh_electric,Hh_cooking_fuel,Hh_clear,perwell_comp,income_suff,==...,hh_head_female,hh_head_age,hh_head_educ,hh_head_days_ill,hh_member,hh_children,hh_adult,hh_elderly,hh_dependency_ratio,hh_head_occup_agric,land_tot_used,land_tot_rent,land_tot_borrow,land_forest_used,land_forest_rent,land_forest_borrow,land_ag_used,land_ag_rent,land_ag_borrow,land_tot,land_forest_tot,land_ag_tot,forest_share,ag_share,tenure_security,owns_tv,owns_motorcycle,owns_cellphone,total_asset_value,income_forest,business_net_income,total_salary,agric_salary,income_other_tot,income_gov_trans,income_remittances,income_nonforest,hh_clearing_total,country_project,HH_adults,HH_adult_equivalents,HH_house_condition_index,hh_utility_index,year,int_nonREDD_ongoing_sum,int_nonREDD_ended_sum,int_avail_bin_CLE,int_avail_sum_CLE,int_avail_bin_EE,int_avail_sum_EE,int_avail_bin_FE,int_avail_sum_FE,int_avail_bin_NCLE,int_avail_sum_NCLE,int_avail_bin_RFAC,int_avail_sum_RFAC,int_avail_bin_TC,int_avail_sum_TC,int_avail_bin_OI,int_avail_sum_OI,int_invol_bin_CLE,int_invol_sum_CLE,int_invol_bin_EE,int_invol_sum_EE,int_invol_bin_FE,int_invol_sum_FE,int_invol_bin_NCLE,int_invol_sum_NCLE,int_invol_bin_RFAC,int_invol_sum_RFAC,int_invol_bin_TC,int_invol_sum_TC,int_invol_bin_OI,int_invol_sum_OI,int_chnge_bin_CLE,int_chnge_sum_CLE,int_chnge_bin_EE,int_chnge_sum_EE,int_chnge_bin_FE,int_chnge_sum_FE,int_chnge_bin_NCLE,int_chnge_sum_NCLE,int_chnge_bin_RFAC,int_chnge_sum_RFAC,int_chnge_bin_TC,int_chnge_sum_TC,int_chnge_bin_OI,int_chnge_sum_OI,int_availALL_bin_CLE,int_availALL_sum_CLE,int_availALL_bin_EE,int_availALL_sum_EE,int_availALL_bin_FE,int_availALL_sum_FE,int_availALL_bin_NCLE,int_availALL_sum_NCLE,int_availALL_bin_RFAC,int_availALL_sum_RFAC,int_availALL_bin_TC,int_availALL_sum_TC,int_availALL_bin_OI,int_availALL_sum_OI,int_involALL_bin_CLE,int_involALL_sum_CLE,int_involALL_bin_EE,int_involALL_sum_EE,int_involALL_bin_FE,int_involALL_sum_FE,int_involALL_bin_NCLE,int_involALL_sum_NCLE,int_involALL_bin_RFAC,int_involALL_sum_RFAC,int_involALL_bin_TC,int_involALL_sum_TC,int_involALL_bin_OI,int_involALL_sum_OI,int_chngeALL_bin_CLE,int_chngeALL_sum_CLE,int_chngeALL_bin_EE,int_chngeALL_sum_EE,int_chngeALL_bin_FE,int_chngeALL_sum_FE,int_chngeALL_bin_NCLE,int_chngeALL_sum_NCLE,int_chngeALL_bin_RFAC,int_chngeALL_sum_RFAC,int_chngeALL_bin_TC,int_chngeALL_sum_TC,int_chngeALL_bin_OI,int_chngeALL_sum_OI,int_cat_tot_avail,int_cat_pos_avail,int_cat_ena_avail,int_cat_neg_avail,int_cat_tot_invol,int_cat_pos_invol,int_cat_ena_invol,int_cat_neg_invol,int_cat_tot_chnge,int_cat_pos_chnge,int_cat_ena_chnge,int_cat_neg_chnge,int_cat_tot_availALL,int_cat_pos_availALL,int_cat_ena_availALL,int_cat_neg_availALL,int_cat_tot_involALL,int_cat_pos_involALL,int_cat_ena_involALL,int_cat_neg_involALL,int_cat_tot_chngeALL,int_cat_pos_chngeALL,int_cat_ena_chngeALL,int_cat_neg_chngeALL,DY_forest_share,DY_perwell_comp,DY_income_suff
102/03/026,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,026,0548916,9107571,0,1,8,1,16,1,0,1,1,2,2,2,1,0,1,3,1,1,0,1,-1,TRUE,0,32,11,14,6,4,2,0,0.6666666666666666,1,1,0,0,0,0,0,0.5,0,0,1,0,0.5,0,0.5,1,0,0,0,530,57.5,130,600,600,1433.3333333333333,0,NA,NA,0,102_03,2,3.7,6,5,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,0,1,0,1,0,7,0,1,1,5,0,1,0,1,0,1,0,0.45248868778280543,0,-1
102/03/028,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,028,0548871,9107749,0,5,1,1,24,1,0.7142857142857143,0.9285714285714286,1,2,2,2,1,0,1,2,1,1,1,0,-1,TRUE,1,65,6,0,4,2,2,0,0.5,0,1,0,0,0,0,0,0.5,0,0,1,0,0.5,0,0.5,1,0,0,1,3230,57.5,600,2645.8961557241587,2532.050001878005,1433.3333333333333,0,NA,NA,0,102_03,2,2.7,6,4,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,-1
102/03/029,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,029,0548982,9107211,0,1,18,0,15,1,1,1,1,2,2,3,1,0,1,2,3,1,0,1,0,TRUE,0,40,12,0,3,1,2,0,0.3333333333333333,1,3,0,0,1,0,0,1.5,0,0,3,1,1.5,0.3333333333333333,0.5,1,1,0,1,5350,57.5,1200,2645.8961557241587,2532.050001878005,1433.3333333333333,0,NA,NA,0,102_03,2,2.2,7,6,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,0,1,0,1,0,7,0,1,1,5,0,1,0,1,0,1,0,-0.3333333333333333,0,-1
102/03/001,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,001,0548941,9107278,0,1,7,1,30,1,0,1,1,2,2,2,1,0,1,3,1,1,0,0,-1,TRUE,0,30,11,0,4,2,2,0,0.5,1,0.17999999970197678,0,0,0,0,0,0.17999999970197678,0,0,0.17999999970197678,0,0.17999999970197678,0,1,1,0,0,1,750,57.5,400,2645.8961557241587,2532.050001878005,1433.3333333333333,0,NA,NA,0,102_03,2,2.7,6,5,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,0,0,0,0,0,7,0,1,1,4,0,1,0,0,0,0,0,0,-1,-1
102/03/003,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,003,548980,9107142,0,1,51,1,32,1,1,1,1,2,2,2,1,0,1,2,1,1,0,1,-1,TRUE,0,51,6,0,5,2,3,0,0.4,1,1.0450000017881393,0,0,0.75,0,0,0.29500000178813934,0,0,1.0450000017881393,0.75,0.29500000178813934,0.7177033480542071,0.2822966519457929,1,0,0,0,3060,57.5,165,600,600,1433.3333333333333,0,NA,NA,0,102_03,3,3.4,6,4,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,0,1,0,1,0,7,0,1,1,4,0,1,0,1,0,1,0,-0.12246525281611187,1,0
102/03/004,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,004,548913,9107364,0,1,3,0,4,1,1,1,1,2,2,2,1,0.034482758620689655,1,3,1,1,0,1,-1,TRUE,0,25,11,0,3,1,2,0,0.3333333333333333,1,0.7000000029802322,0,0,0,0,0,0.7000000029802322,0,0,0.7000000029802322,0,0.7000000029802322,0,1,1,0,0,0,250,57.5,288,2645.8961557241587,2532.050001878005,1433.3333333333333,0,NA,NA,0,102_03,2,2.2,6,5,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,0,0,0,0,0,7,0,1,1,4,0,1,0,0,0,0,0,0,1,-1
102/03/006,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,006,548970,9107288,0,1,12,0,12,1,1,1,1,2,2,2,1,0,1,2,1,1,0,1,-1,TRUE,0,54,4,0,4,2,2,0,0.5,1,0,0,0.25,0,0,0,0,0,0.25,0.25,0,0.25,0,1,1,0,0,0,1350,57.5,50,1200,1200,1433.3333333333333,0,NA,NA,0,102_03,2,2.7,6,4,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1
102/03/008,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,008,548964,9107175,0,1,9,0,9,1,1,1,1,2,2,2,1,0,1,3,1,1,0,1,0,TRUE,0,33,5,0,5,3,2,0,0.6,1,1.1500000059604645,0,0,0,0,0,1.1500000059604645,0,0,1.1500000059604645,0,1.1500000059604645,0,1,1,0,0,0,610,57.5,200,2645.8961557241587,2532.050001878005,1433.3333333333333,0,NA,NA,0,102_03,2,3.2,6,5,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,0,1,0,1,0,7,0,1,1,4,0,1,0,1,0,1,0,0,0,0
102/03/009,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,009,548855,9107778,0,1,20,1,44,1,0,1,1,2,2,2,1,0,1,3,1,1,0,1,0,TRUE,0,43,11,0,8,4,4,0,0.5,1,1.1500000059604645,0,0,0.5,0,0,0.6500000059604645,0,0,1.1500000059604645,0.5,0.6500000059604645,0.43478260644216843,0.5652173935578315,1,0,0,0,1080,57.5,30,1400,1400,1433.3333333333333,0,NA,NA,0,102_03,4,5.1,6,5,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,0,7,0,1,1,1,0,0,0,0,0,0,0,-0.43478260644216843,0,-1
102/03/012,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,012,548870,9107720,0,1,6,1,24,1,1,1,1,2,2,2,1,0,1,3,1,1,0,0,-1,TRUE,0,24,11,7,5,3,2,0,0.6,1,0.014999999664723873,0,0,0,0,0,0.014999999664723873,0,0,0.014999999664723873,0,0.014999999664723873,0,1,1,0,0,1,550,57.5,175,2645.8961557241587,2532.050001878005,1433.3333333333333,0,NA,NA,0,102_03,2,3.2,6,5,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,0,1,0,1,0,7,0,1,1,4,0,1,1,1,0,1,0,0,1,-1
102/03/014,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,014,548942,9107442,0,1,6,0,9,1,1,1,1,2,2,2,1,0,1,3,1,1,0,0,-1,TRUE,0,28,11,0,4,2,2,0,0.5,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,2870,57.5,220,2645.8961557241587,2532.050001878005,1433.3333333333333,0,NA,NA,0,102_03,2,2.7,6,5,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,0,7,0,1,1,1,0,0,0,0,0,0,0,0,1,-1
102/03/015,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,015,548956,9107494,0,3,3,1,64,1,0.7142857142857143,0.9285714285714286,1,2,2,3,1,0,1,1,1,1,0,0,-1,TRUE,0,64,9,0,2,1,1,0,0.5,1,1,0,0,0.5,0,0,0.5,0,0,1,0.5,0.5,0.5,0.5,1,0,0,0,50,40,450.35714285714283,2645.8961557241587,2532.050001878005,1433.3333333333333,0,NA,NA,0,102_03,1,1.5,7,3,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0.2477567298105684,0,1
102/03/016,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,016,5489674,9107613,0,1,13,1,35,1,1,1,1,2,2,2,1,0,1,3,1,1,1,1,1,TRUE,0,35,7,0,6,2,4,0,0.3333333333333333,1,1.0750000029802322,0,0,0.5,0,0,0.5,0,0,1.0750000029802322,0.5,0.5,0.4651162777803214,0.4651162777803214,1,0,0,0,520,57.5,66,400,400,1433.3333333333333,0,NA,NA,0,102_03,4,4.1,6,5,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,0,1,0,1,0,7,0,1,1,1,0,1,0,1,0,1,0,0.11180679914275549,0,1
102/03/017,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,017,0548959,9107269,0,1,8,0,8,0,1,1,1,2,2,2,1,0,1,3,1,1,0,0,1,TRUE,0,34,11,0,7,4,3,0,0.5714285714285714,1,1.3999999910593033,0,0,0.9249999821186066,0,0,0.4750000089406967,0,0,1.3999999910593033,0.9249999821186066,0.4750000089406967,0.6607142771613232,0.33928572283867675,1,0,0,0,4009,57.5,2000,1200,1200,1433.3333333333333,0,NA,NA,0,102_03,3,4.4,6,5,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,0,7,0,1,1,2,0,0,0,0,0,0,0,-0.3308173699448284,1,1
102/03/018,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,018,0548895,9107871,0,1,18,1,43,1,0,1,1,2,1,2,1,0,1,3,1,1,0,1,1,TRUE,0,42,5,0,7,4,3,0,0.5714285714285714,1,3.600000023841858,0,0,2,0,0,1,0,0,3.600000023841858,2,1,0.5555555518762565,0.27777777593812825,1,0,0,0,1210,20,184,2645.8961557241587,2532.050001878005,1433.3333333333333,0,NA,NA,0,102_03,3,4.4,5,5,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,0,7,0,1,1,1,0,0,0,0,0,0,0,-0.09043927280648906,0,0
102/03/030,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,030,05448923,9107365,0,1,43,1,60,1,1,1,2,2,2,2,1,0,1,2,1,1,0,-1,-1,TRUE,0,60,6,0,6,2,4,0,0.3333333333333333,1,5,0,0,4,0,0,0.5,0,0,5,4,0.5,0.8,0.1,1,0,0,0,3330,57.5,150,450,450,1433.3333333333333,0,NA,NA,0,102_03,4,4.1,6,4,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,0,0,0,0,0,7,0,1,1,1,0,1,0,0,0,0,0,-0.30000000000000004,0,-1
102/03/031,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Calleria,1,031,0549019,9107103,0,1,20,0,20,1,1,1,1,2,2,2,1,1,1,2,1,1,1,0,0,TRUE,0,64,6,90,3,1,2,0,0.3333333333333333,1,1.25,0,0,1,0,0,0,0,0,1.25,1,0,0.8,0,1,1,0,1,4010,57.5,2800,3600,3600,1433.3333333333333,0,NA,NA,0,102_03,2,2.2,6,4,2010,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,0,1,0,1,0,7,0,1,1,3,0,1,0,1,0,1,0,-0.012598425196850505,1,-1
102/03/033,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Patria Nueva,0,033,5445852,9114401,0,1,8,0,8,1,1,1,1,2,2,2,1,0,2,2,3,1,1,0,-1,TRUE,0,30,11,0,5,3,2,0,0.6,1,3,0,0,2,0,0,1,0,0,3,2,1,0.6666666666666666,0.3333333333333333,1,1,0,0,2530,3648.1666666666665,0,480,480,530.4,0,NA,NA,0,102_03,2,3.2,6,7,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,-0.6666666666666666,0,-1
102/03/034,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Patria Nueva,0,034,NA,NA,0,1,25,0,25,1,1,1,1,2,2,1,1,0,2,1,2,1,0,1,-1,TRUE,0,56,8,0,7,3,5,1,0.5714285714285714,1,0.6299999952316284,0,0,0,0,0,0.6299999952316284,0,0,0.6299999952316284,0,0.6299999952316284,0,1,1,1,0,0,3130,3648.1666666666665,492,140,140,1302,0,0,NA,0,102_03,4,4.6,5,5,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,-1
102/03/035,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Patria Nueva,0,035,545259,9114795,0,1,36,1,49,1,1,1,1,2,1,2,1,1,2,1,1,1,0,-1,-1,TRUE,0,49,10,8,10,4,6,0,0.4,1,1.5,0,0,1,0,0,0.5,0,0,1.5,1,0.5,0.6666666666666666,0.3333333333333333,1,0,0,0,4100,3648.1666666666665,200,5442.833333333333,3818.3333333333335,530.4,0,NA,NA,0,102_03,6,6.5,5,4,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,3,0,0,0,0,0,0,0,-0.6666666666666666,-1,-1
102/03/036,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Patria Nueva,0,036,545176,9114821,0,1,9,0,10,1,1,1,1.037037037037037,2,2,2,1,0,2,3,2,9,1,1,1,TRUE,0,25,9,0,5,3,2,0,0.6,1,5.5,0,0,4,0,0,1.5,0,0,5.5,4,1.5,0.7272727272727273,0.2727272727272727,1,1,0,0,9604,3648.1666666666665,2900,12000,9000,530.4,0,NA,NA,0,102_03,2,3.2,6,7,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0.07917888563049857,1,-1
102/03/038,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Patria Nueva,0,038,545597,9114550,0,1,16,0,16,1,1,1,1,1,1,1,1,0,2,3,1,1,1,0,-1,TRUE,0,43,14,0,5,3,2,0,0.6,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,2438.1724137931033,3648.1666666666665,20,1044,0,530.4,0,NA,NA,0,102_03,2,3.2,3,6,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,3,0,0,1,0,0,0,0,0.8064516129032259,0,-1
102/03/040,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Patria Nueva,0,040,545495,9114592,0,1,14,0,14,1,1,1,1,2,2,1,1,0,2,3,1,1,1,0,-1,TRUE,0,38,10,2,9,6,3,1,0.7777777777777778,1,1.1500000059604645,0,0,1,0,0,0.15000000596046448,0,0,1.1500000059604645,1,0.15000000596046448,0.8695652128843369,0.1304347871156631,1,0,0,0,1430,14400,369,600,600,530.4,0,NA,NA,0,102_03,3,5.4,5,6,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,-0.8695652128843369,0,-1
102/03/044,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Patria Nueva,0,044,545159,9114925,0,1,1,1,33,1,0,1,1,3,1,2,1,0,2,1,1,1,0,0,-1,TRUE,0,33,11,30,5,2,3,0,0.4,1,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,1,1,0,0,0,1050,349,979,5442.833333333333,3818.3333333333335,150,0,0,NA,0,102_03,3,3.4,6,4,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,3,0,0,0,0,0,0,0,0,-1,-1
102/03/050,102,Peru,03,"AIDER REDD+ project with native communities, Ucayali",Coronel Portillo,Patria Nueva,0,050,0545157,9114827,0,1,10,0,10,1,1,1,1,3,1,2,1,0,2,2,1,1,1,0,0,TRUE,0,52,11,180,5,2,3,0,0.4,1,13.5,0,0,7,0,0,6,0,0,13.5,7,6,0.5185185185185185,0.4444444444444444,1,0,0,0,922,3648.1666666666665,581.625,5442.833333333333,3818.3333333333335,530.4,0,NA,NA,0,102_03,3,3.4,6,5,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,-0.5185185185185185,-1,-1
